Product,Purpose,experiment,run,Project_Name,run_label,Strain,strain_key,Feedstock_Parent1,Start_Time,Stop_Time,has_switch,is_multiple_OTR_strain,Viable_Cell_Density__g_over_L,Product_Flux_Viable_Cells__mmol_over_gDCW_over_h,Growth_Rate_Viable_Cells__1_over_h,Death_Rate_Avg__1_over_h,Death_Rate_Avg_Viable_Cells__1_over_h,TRS_Flux_Viable_Cells__mmol_over_gDCW_over_h,TRS_Flux__mmol_over_gDCW_over_h,TRS_for_Other_Viable_Cells__mmol_over_gDCW_over_h,sOUR_Viable_Cells__mmol_over_gDCW_over_h,TRS_to_Maintenance_Flux__mmol_over_gDCW_over_h,Est_Liquid_Solid_Yield__percent,Est_Liquid_Liquid_Yield__percent,Est_Recovery__percent,Protocol,Feed_Type,Overlay,has_overlay,Overlay_Concentration__Percent,Base_Used,Cell_Association_End__percent,Unadjusted_Productivity_g_l_h,Unadjusted_Yield_wt_percent,Product_O2_Ratio__mol_over_mol,Cell_Density_End__gDCW_over_L,Run_Execution,Run_Performance,Tank_Conditions1,Tank_Conditions2,Absolute_Interval,interval_day,interval_end_day,is_curated_interval,productivity_method,Unadjusted_TRS_consumption_rate__g_over_gDCW_over_h,TRS_for_Product__gTRS,TRS_for_Biomass__gTRS,TRS_for_Glycerol__gTRS,TRS_for_Other__gTRS,TRS__g,Interval_biomass__gDCW_over_L,TRS_consumed__g,Product_Produced__g,TRS_to_maint__g,Growth_Rate__hr_1,Flux__g_product_over_gDCW_over_hr,Product_Flux__mmol_over_gDCW_over_h,Target_OTR,OUR__mmol_O2_over_L_over_hr,sOUR___mmol_O2_over_gdcw_over_h,Generation,N,alpha_N,alpha_delta_N,alpha_gamma_N,beta_N,beta_delta_N,beta_gamma_N,delta_N,fail_N,fail_rate,gamma_N,pass_N,pass_rate,prob_alpha,prob_beta,prob_gamma,prob_delta,prob_alpha_delta,prob_alpha_gamma,prob_beta_delta,prob_beta_gamma,prob_gamma_given_alpha,prob_gamma_given_beta,prob_delta_given_alpha,prob_delta_given_beta,Titer_End__g_over_kg,Ethanol_End__g_over_L,Acetate_End__g_over_L,Glycerol_End__g_over_L,Mevalonate_End__g_over_L,Citrate_End__g_over_L,Pyruvate_End__g_over_L,Time_To_Target_OUR__h,seed_build_cell_source,missing_carbon__percent,product_carbon__percent,biomass_carbon__percent,co2_carbon__percent,citrate_carbon__percent,pyruvate_carbon__percent,succinate_carbon__percent,lactate_carbon__percent,glycerol_carbon__percent,formate_carbon__percent,acetate_carbon__percent,mevalonate_carbon__percent,ethanol_carbon__percent,Cap_Cane_PCV_End__percent,Cap_Feedstock_Solids_End__percent,Cap_Heavy_Em_End__percent,Cap_Light_Em_End__percent,Cap_Oil_Em_End__percent,Cap_PCV_End__percent,Cap_Dead_Cell_Layer_End__percent,Zeex9ieJAlt_end__g_L,Zeex9ieJ_mAU_sec_end__area,Zeex9ieJ_Screening_end__g_L,Zeex9ieJ_end__g_L,Zeex9ieJ_end__g_L,Zeex9ieJ_end__g_L,interval_type
Zeex9ieJ,MF,94CB02FEB7,9,Zeex9ieJ for All,12664-9,94CB02FEB7,9427397,m1098919,4/9/21 3:52 PM,160.56,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1536526986,49.62337,100,49.62337,42465F1271,NULL,NULL,0,NULL,NH4OH,NULL,0.07555,1.9955,0.00564,41.33684,alpha,delta,None; None; None,None; 0.50L; 30.00C; None,Day 0-2,2,2,0,NULL,0.0009170633926,2.71611,22.30555,NULL,10.79734,35.819,NULL,35.819,0.71477,10.79734,NULL,0.00183,0.007809366118,110,57.13978,1.38229676,1,21,18,3,15,3,1,2,4,6,0.2857142857,17,15,0.7142857143,0.8571428571,0.1428571429,0.8095238095,0.1904761905,0.1428571429,0.7142857143,0.04761904762,0.09523809524,0.8333333333,0.6666666667,0.1666666667,0.3333333333,2.75121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.57894,NULL,0.86059,0,0,14.53607,NULL,1.673583,0.19767,2.751213,0,0.150839,NULL,Cumulative
Zeex9ieJ,MF,9087CD8BFA,23,Zeex9ieJ for All,22171-23,9087CD8BFA,10407097,NULL,6/27/22 3:10 PM,162.85,0,1,23.08767235,0.03959909307,0.02824334564,0.004686871838,0.005933345644,1.847271783,1.459198,1.311319685,5.401510299,1.035838408,NULL,NULL,NULL,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.21419,2.8163,0.00733,31.22124,beta,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 2-3,3,3,0,4.2,0.002602705678,4.61027,7.59997,NULL,30.86846,43.0787,3.65911,43.0787,1.21323,30.86846,0.02231,0.00733,0.03128013861,140,124.7083,3.994341673,1,3,2,1,1,1,1,0,2,2,0.6666666667,1,1,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.3333333333,0,0.5,0,0.5,1,4.66169,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.67324,NULL,0.72021,0,27.68123,13.57445,NULL,1.06196,322.65903,4.754926,NULL,NULL,NULL,Single
Zeex9ieJ,MF,9087CD8BFA,23,Zeex9ieJ for All,22171-23,9087CD8BFA,10407097,NULL,6/27/22 3:10 PM,162.85,0,1,26.11777611,0.03765425358,0.02257188941,0.003745716041,0.004741889415,1.521573218,1.201922,1.066385184,4.454592134,0.8423596042,NULL,NULL,NULL,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.23054,3.2445,0.00846,34.90636,beta,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 3-4,4,4,0,4.2,0.002148250886,5.03162,6.98587,NULL,28.79391,40.8114,3.36344,40.8114,1.32411,28.79391,0.01783,0.00697,0.02974386986,140,116.34404,3.33303272,1,3,2,1,1,1,1,0,2,2,0.6666666667,1,1,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.3333333333,0,0.5,0,0.5,1,8.12602,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.2383,NULL,0.77016,0,25.08306,15.17668,NULL,3.9174,565.67446,8.288536,NULL,NULL,NULL,Cumulative (Day 3-)
Zeex9ieJ,MF,9087CD8BFA,23,Zeex9ieJ for All,22171-23,9087CD8BFA,10407097,NULL,6/27/22 3:10 PM,162.85,0,1,26.11777611,0.03765425358,0.02257188941,0.003745716041,0.004741889415,1.521573218,1.201922,1.066385184,4.454592134,0.8423596042,NULL,NULL,NULL,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.23054,3.2445,0.00846,34.90636,beta,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 3-4,4,4,0,4.2,0.002148250886,5.03162,6.98587,NULL,28.79391,40.8114,3.36344,40.8114,1.32411,28.79391,0.01783,0.00697,0.02974386986,140,116.34404,3.33303272,1,3,2,1,1,1,1,0,2,2,0.6666666667,1,1,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.3333333333,0,0.5,0,0.5,1,8.12602,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.2383,NULL,0.77016,0,25.08306,15.17668,NULL,3.9174,565.67446,8.288536,NULL,NULL,NULL,Single
Zeex9ieJ,MF,9087CD8BFA,23,Zeex9ieJ for All,22171-23,9087CD8BFA,10407097,NULL,6/27/22 3:10 PM,162.85,0,1,21.4808162,0.02940950061,0.01406549285,0.003094048516,0.004595492848,1.313611578,0.884427,1.085427175,4.180239669,0.7307952492,NULL,NULL,NULL,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.14793,2.7244,0.00703,29.58674,beta,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 3-5,5,5,0,4.2,0.001703127294,6.0091,7.17135,NULL,44.86243,58.04288,3.45274,58.04288,1.58134,44.86243,0.00947,0.00464,0.01980079715,140,89.79496,3.034973099,1,3,2,1,1,1,1,0,2,2,0.6666666667,1,1,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.3333333333,0,0.5,0,0.5,1,7.87067,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.82007,NULL,0.54671,0,27.97877,12.8638,NULL,4.560116,542.373056,8.028083,NULL,NULL,NULL,Cumulative (Day 3-)
Zeex9ieJ,MF,9087CD8BFA,23,Zeex9ieJ for All,22171-23,9087CD8BFA,10407097,NULL,6/27/22 3:10 PM,162.85,0,1,20.08053741,0.02180359528,0.006149011657,0.001352625222,0.002009011657,0.8452915621,0.569117,0.9402336201,3.141673886,0.6330394874,NULL,NULL,NULL,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.10264,2.4818,0.00694,23.58563,beta,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 3-6,6,6,0,4.2,0.001386090741,6.15821,5.48105,NULL,53.65898,65.29824,2.63893,65.29824,1.62058,53.65898,0.00414,0.00344,0.01467990134,140,63.0865,2.674785452,1,3,2,1,1,1,1,0,2,2,0.6666666667,1,1,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.3333333333,0,0.5,0,0.5,1,7.46885,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.55215,NULL,0.76735,0,30.57203,10.25462,NULL,4.194193,501.01351,7.618223,NULL,NULL,NULL,Cumulative (Day 3-)
Zeex9ieJ,MF,9087CD8BFA,23,Zeex9ieJ for All,22171-23,9087CD8BFA,10407097,NULL,6/27/22 3:10 PM,162.85,0,1,17.073624,0.01920504161,0.005910965544,0.001423828079,0.002390965544,0.8212144733,0.489036,0.8473540905,2.865154462,0.5046022306,NULL,NULL,NULL,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.07687,2.2289,0.00671,24.0546,beta,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 3-7,7,7,0,4.2,0.001202386828,5.99152,5.87528,5.46099,53.41197,70.73976,2.82873,70.73976,1.57672,53.41197,0.00352,0.00268,0.01143666732,140,48.91857,2.033647203,1,3,2,1,1,1,1,0,2,2,0.6666666667,1,1,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.3333333333,0,0.5,0,0.5,1,7.09565,0.95266,27.53886,21.05945,0.78873,2.053,0.72897,100000000,vial,-70.09229897,4.2839264,4.547981108,53.36181544,2.735589121,1.05411046,1.747291214,0,29.1165229,0,39.62341041,1.35575842,1.758097217,3.17436,NULL,0.88943,0,27.64913,10.45852,NULL,3.889386,482.00834,7.237563,NULL,NULL,NULL,Cumulative (Day 3-)
Zeex9ieJ,MF,9087CD8BFA,23,Zeex9ieJ for All,22171-23,9087CD8BFA,10407097,NULL,6/27/22 3:10 PM,162.85,0,1,17.94963197,0.01234293037,0.001006041129,0.0002482831217,0.0004460411286,1.078461718,0.600312,1.005486615,3.285050084,0.5596913368,NULL,NULL,NULL,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.05201,1.4928,0.00376,29.58674,beta,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 4-5,5,5,0,4.2,0.001078510182,0.97748,0.18548,NULL,16.06852,17.23148,0.0893,17.23148,0.25723,16.06852,0.00056,0.00161,0.006870535219,140,58.96544,1.992968472,1,3,2,1,1,1,1,0,2,2,0.6666666667,1,1,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.3333333333,0,0.5,0,0.5,1,7.87067,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.82007,NULL,0.54671,0,27.97877,12.8638,NULL,4.560116,542.373056,8.028083,NULL,NULL,NULL,Single
Zeex9ieJ,MF,9087CD8BFA,23,Zeex9ieJ for All,22171-23,9087CD8BFA,10407097,NULL,6/27/22 3:10 PM,162.85,0,1,14.79885899,0.002223260749,-0.01085087217,-0.002677910813,-0.004810872172,0.5374325604,0.299155,0.6475726792,0.479688333,0.3604630965,NULL,NULL,NULL,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.0077,0.5409,0.00463,23.58563,beta,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 5-6,6,6,0,4.2,0.0005361434646,0.14912,-1.6903,NULL,8.79655,7.25536,-0.81382,7.25536,0.03924,8.79655,-0.00604,0.00029,0.001237549822,140,7.09884,0.3009815723,1,3,2,1,1,1,1,0,2,2,0.6666666667,1,1,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.3333333333,0,0.5,0,0.5,1,7.46885,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.55215,NULL,0.76735,0,30.57203,10.25462,NULL,4.194193,501.01351,7.618223,NULL,NULL,NULL,Single
Zeex9ieJ,MF,9087CD8BFA,23,Zeex9ieJ for All,22171-23,9087CD8BFA,10407097,NULL,6/27/22 3:10 PM,162.85,0,1,10.47971209,-0.003782889995,0.003841325557,0.0009464806191,0.002151325557,0.6118072396,0.269166,-0.02773263746,0.1469277005,-0.01220103753,NULL,NULL,NULL,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,-0.00929,-0.8062,-0.02575,24.0546,beta,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 6-7,7,7,0,4.2,0.0004837509303,-0.1667,0.39423,5.46099,-0.247,5.44152,0.18981,5.44152,-0.04387,-0.247,0.00169,-0.00039,-0.00166429114,140,1.53976,0.06401104155,1,3,2,1,1,1,1,0,2,2,0.6666666667,1,1,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.3333333333,0,0.5,0,0.5,1,7.09565,0.95266,27.53886,21.05945,0.78873,2.053,0.72897,100000000,vial,-1313.955267,-1.5495243,3.967190958,8.856112364,35.56265858,13.70343598,22.71478578,0,378.5147978,0,515.1043353,17.62485946,22.85526382,3.17436,NULL,0.88943,0,27.64913,10.45852,NULL,3.889386,482.00834,7.237563,NULL,NULL,NULL,Single
Zeex9ieJ,MF,9087CD8BFA,14,Zeex9ieJ for All,22172-14,9087CD8BFA,10182756,NULL,6/22/22 3:51 PM,161.92,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2564438654,NULL,NULL,NULL,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.03967,1.2965,0.004,29.09792,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 0-2,2,2,0,4.2,0.001048978018,1.76488,18.33237,NULL,15.72609,35.82334,8.82637,35.82334,0.46444,15.72609,NULL,0.00136,0.005803681924,140,42.35255,1.455518126,1,7,5,3,2,2,1,1,4,5,0.7142857143,3,2,0.2857142857,0.7142857143,0.2857142857,0.4285714286,0.5714285714,0.4285714286,0.2857142857,0.1428571429,0.1428571429,0.4,0.5,0.6,0.5,1.5011,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.51862,NULL,0.58149,0,16.53308,12.65127,NULL,0,116.168996,1.531126,NULL,NULL,NULL,Cumulative
Zeex9ieJ,MF,9087CD8BFA,14,Zeex9ieJ for All,22172-14,9087CD8BFA,10182756,NULL,6/22/22 3:51 PM,161.92,0,1,21.88610248,0.02258870426,0.0337246351,0.007314137177,0.0107246351,1.201063289,0.819118,0.7091390598,3.180127666,0.4836286093,NULL,NULL,NULL,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.11584,2.4214,0.0071,35.08475,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 0-3,3,3,0,4.2,0.001490873049,7.80258,27.47425,NULL,49.52019,84.79702,13.22785,84.79702,2.05331,49.52019,0.023,0.00361,0.01540536158,140,69.6006,1.983784978,1,7,5,3,2,2,1,1,4,5,0.7142857143,3,2,0.2857142857,0.7142857143,0.2857142857,0.4285714286,0.5714285714,0.4285714286,0.2857142857,0.1428571429,0.1428571429,0.4,0.5,0.6,0.5,6.4265,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.37665,NULL,0.47081,0,27.88763,15.25424,NULL,2.039413,434.49797,6.55503,NULL,NULL,NULL,Cumulative
Zeex9ieJ,MF,9087CD8BFA,14,Zeex9ieJ for All,22172-14,9087CD8BFA,10182756,NULL,6/22/22 3:51 PM,161.92,0,1,22.96918403,0.0290962534,0.02768352656,0.006003952605,0.008803526556,1.245871599,0.849677,0.863995385,3.618234757,0.5892396995,NULL,NULL,NULL,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.15656,2.7937,0.00804,36.85568,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 0-4,4,4,0,4.2,0.001664459319,13.86423,33.48448,NULL,83.24776,130.59648,16.12156,130.59648,3.64848,83.24776,0.01888,0.00465,0.01984347128,140,83.1079,2.254955003,1,7,5,3,2,2,1,1,4,5,0.7142857143,3,2,0.2857142857,0.7142857143,0.2857142857,0.4285714286,0.5714285714,0.4285714286,0.2857142857,0.1428571429,0.1428571429,0.4,0.5,0.6,0.5,10.54551,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5575,NULL,0.62122,0,29.73877,16.02421,NULL,6.26123,701.9598,10.75642,NULL,NULL,NULL,Cumulative
Zeex9ieJ,MF,9087CD8BFA,14,Zeex9ieJ for All,22172-14,9087CD8BFA,10182756,NULL,6/22/22 3:51 PM,161.92,0,1,18.33257837,0.04107008675,0.02798054299,0.006954238791,0.01292054299,1.473524881,0.793097,1.169730108,4.749297574,0.629585188,NULL,NULL,NULL,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.17633,3.0397,0.00864,35.20481,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 0-5,5,5,0,4.2,0.001704115538,19.17043,36.3649,NULL,110.43103,165.96636,17.50838,165.96636,5.04485,110.43103,0.01506,0.00518,0.02210520027,140,87.06687,2.473152674,1,7,5,3,2,2,1,1,4,5,0.7142857143,3,2,0.2857142857,0.7142857143,0.2857142857,0.4285714286,0.5714285714,0.4285714286,0.2857142857,0.1428571429,0.1428571429,0.4,0.5,0.6,0.5,13.99726,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.92245,NULL,0.68793,0,33.16135,15.30644,NULL,11.160201,1116.481451,14.277205,NULL,NULL,NULL,Cumulative
Zeex9ieJ,MF,9087CD8BFA,14,Zeex9ieJ for All,22172-14,9087CD8BFA,10182756,NULL,6/22/22 3:51 PM,161.92,0,1,18.19508184,0.04146651616,0.02303842849,0.005725933666,0.01063842849,1.338770512,0.720568,1.180327891,4.674077354,0.6352892454,NULL,NULL,NULL,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.1767,3.1211,0.00887,32.78346,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 0-6,6,6,0,4.2,0.001675691263,22.69589,37.9981,NULL,130.66613,191.36012,18.2947,191.36012,5.9726,130.66613,0.0124,0.00523,0.02231857093,140,85.04522,2.594150221,1,7,5,3,2,2,1,1,4,5,0.7142857143,3,2,0.2857142857,0.7142857143,0.2857142857,0.4285714286,0.5714285714,0.4285714286,0.2857142857,0.1428571429,0.1428571429,0.4,0.5,0.6,0.5,15.58528,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.62652,NULL,0.94491,1.8738,29.08392,14.25368,NULL,14.62606,1235.549056,15.896981,NULL,NULL,NULL,Cumulative
Zeex9ieJ,MF,9087CD8BFA,14,Zeex9ieJ for All,22172-14,9087CD8BFA,10182756,NULL,6/22/22 3:51 PM,161.92,0,1,15.44496517,0.04715811264,0.02331491393,0.005794182827,0.01255491393,1.446231045,0.667446,1.271106569,5.328606384,0.5866247985,NULL,NULL,NULL,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.17084,3.1343,0.00886,31.77156,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 0-7,7,7,1,4.2,0.001627157579,25.22242,39.39273,9.85243,137.29824,211.76582,18.96617,211.76582,6.63748,137.29824,0.01076,0.0051,0.02176380722,140,82.30014,2.590371389,1,7,5,3,2,2,1,1,4,5,0.7142857143,3,2,0.2857142857,0.7142857143,0.2857142857,0.4285714286,0.5714285714,0.4285714286,0.2857142857,0.1428571429,0.1428571429,0.4,0.5,0.6,0.5,16.57741,1.87047,1.20383,33.25951,0.69111,8.02133,0.6628,100000000,vial,5.375966365,6.0241859,10.18623944,54.84488871,3.570392981,0.3201597149,0.7846903216,0,15.36087836,0,0.5786004596,0.3968339731,1.153090571,2.64317,NULL,0.15733,4.27942,27.8949,13.81372,NULL,16.938646,1152.159836,16.908953,NULL,NULL,NULL,Cumulative
Zeex9ieJ,MF,9087CD8BFA,14,Zeex9ieJ for All,22172-14,9087CD8BFA,10182756,NULL,6/22/22 3:51 PM,161.92,0,1,15.44496517,0.04715811264,0.02331491393,0.005794182827,0.01255491393,1.446231045,0.667446,1.271106569,5.328606384,0.5866247985,NULL,NULL,NULL,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.17084,3.1343,0.00886,31.77156,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 0-7,7,7,1,4.2,0.001627157579,25.22242,39.39273,9.85243,137.29824,211.76582,18.96617,211.76582,6.63748,137.29824,0.01076,0.0051,0.02176380722,140,82.30014,2.590371389,1,7,5,3,2,2,1,1,4,5,0.7142857143,3,2,0.2857142857,0.7142857143,0.2857142857,0.4285714286,0.5714285714,0.4285714286,0.2857142857,0.1428571429,0.1428571429,0.4,0.5,0.6,0.5,16.57741,1.87047,1.20383,33.25951,0.69111,8.02133,0.6628,100000000,vial,5.375966365,6.0241859,10.18623944,54.84488871,3.570392981,0.3201597149,0.7846903216,0,15.36087836,0,0.5786004596,0.3968339731,1.153090571,2.64317,NULL,0.15733,4.27942,27.8949,13.81372,NULL,16.938646,1152.159836,16.908953,NULL,NULL,NULL,Curated
Zeex9ieJ,MF,9087CD8BFA,14,Zeex9ieJ for All,22172-14,9087CD8BFA,10182756,NULL,6/22/22 3:51 PM,161.92,0,1,21.88610248,0.0514972399,0.0337246351,0.007314137177,0.0107246351,2.084675122,1.421736,1.425556542,5.602493642,0.9722210595,NULL,NULL,NULL,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.26404,3.2443,0.00919,35.08475,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 2-3,3,3,0,4.2,0.002536756773,6.03771,9.14188,NULL,33.79409,48.97368,4.40148,48.97368,1.58887,33.79409,0.023,0.00823,0.03512081047,140,122.61675,3.494873129,1,7,5,3,2,2,1,1,4,5,0.7142857143,3,2,0.2857142857,0.7142857143,0.2857142857,0.4285714286,0.5714285714,0.4285714286,0.2857142857,0.1428571429,0.1428571429,0.4,0.5,0.6,0.5,6.4265,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.37665,NULL,0.47081,0,27.88763,15.25424,NULL,2.039413,434.49797,6.55503,NULL,NULL,NULL,Single
Zeex9ieJ,MF,9087CD8BFA,14,Zeex9ieJ for All,22172-14,9087CD8BFA,10182756,NULL,6/22/22 3:51 PM,161.92,0,1,24.53147551,0.04974520743,0.02127584589,0.004614266541,0.006765845886,1.87076856,1.275853,1.369227333,5.137432519,0.9338048745,NULL,NULL,NULL,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.28595,3.4829,0.00968,36.85568,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 3-4,4,4,0,4.2,0.002282580608,6.06165,6.01023,NULL,33.72758,45.79946,2.89371,45.79946,1.59517,33.72758,0.01451,0.00795,0.03392593478,140,126.0288,3.419521767,1,7,5,3,2,2,1,1,4,5,0.7142857143,3,2,0.2857142857,0.7142857143,0.2857142857,0.4285714286,0.5714285714,0.4285714286,0.2857142857,0.1428571429,0.1428571429,0.4,0.5,0.6,0.5,10.54551,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5575,NULL,0.62122,0,29.73877,16.02421,NULL,6.26123,701.9598,10.75642,NULL,NULL,NULL,Cumulative (Day 3-)
